rank,symbol,base_asset,project_name,chain,external_chain_id,contract_address,candidate_score,market_cap_usd,is_meme,event_count,max_volume_ratio,server_kline_available,server_kline_date,pg_state,pg_membership_status,pg_holder_count,pg_relationship_count,pg_transfer_member_count,pg_transfer_event_count
121,FORMUSDT,FORM,FORM Token,bsc,56,0x5b73a93b4e5e4f1fd27d8b3f8c97d69908b5e284,159.3492839785718,62417805.00506271,False,21,72.56427471651818,True,2026-08-03,pg_ready,success,300,210,124,1765
122,ZECUSDT,ZEC,Zcash Token,bsc,56,0x1ba42e5193dfa8b03d15dd1b86a3113bbbef8eeb,159.16444614713808,112246919.26326172,False,19,127.58740032037647,True,2026-08-03,pg_ready,success,300,333,157,4846
123,METISUSDT,METIS,Metis Token,eth,1,0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,157.93820738877554,24274775.628210697,False,7,131.67495546468908,True,2026-08-03,pg_ready,success,300,240,155,10158
124,SPKUSDT,SPK,Spark,eth,1,0xc20059e0317de91738d13af027dfc4a50781b066,157.9235157880958,153440413.02049327,False,9,705.2175928703167,True,2026-08-03,pg_ready,success,300,298,145,19622
125,CVCUSDT,CVC,Civic,eth,1,0x41e5560054824ea6b0732e656e3ad64e20e94e45,157.7854942611374,18011174.703548405,False,10,93.77142499035754,True,2026-08-03,pg_ready,success,300,128,68,15831
126,PUNDIXUSDT,PUNDIX,Pundi X Token,eth,1,0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38,157.65987167761688,14193842.491942162,False,10,91.84148580008488,True,2026-08-03,pg_ready,success,300,169,87,9109
127,MEMEUSDT,MEME,Memecoin,eth,1,0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74,157.5925707795428,34524906.26723617,True,15,43.1813157285299,True,2026-08-03,pg_missing,,,,,
128,PLAYUSDT,PLAY,PlaysOut,base,8453,0x853a7c99227499dba9db8c3a02aa691afdebf841,157.29380031143387,136243700.45394146,False,35,149.90586616606058,True,2026-08-03,pg_latest_failed,unavailable,0,0,0,0
129,ATHUSDT,ATH,Aethir Token,eth,1,0xbe0ed4138121ecfc5c0e56b40517da27e6c5226b,156.13224877874882,167008920.85452232,False,15,72.67612126982245,True,2026-08-03,pg_ready,success,300,286,157,10349
130,VTHOUSDT,VTHO,VeThor Token,eth,1,0x97ef4ffb093750c41c4573ba2dca178d9382224c,155.7021060297213,41172050.783414274,False,10,135.93277647755696,True,2026-08-03,pg_missing,,,,,
131,HFTUSDT,HFT,Hashflow,eth,1,0xb3999f658c0391d94a37f7ff328f3fec942bcadc,155.65204612224983,11601816.393103352,False,8,89.05977840744156,True,2026-08-03,pg_ready,success,300,280,162,11702
132,WETUSDT,WET,Humidifi,solana,CT_501,WETZjtprkDMCcUxPi9PfWnowMRZkiGGHDb9rABuRZ2U,155.5104892816622,65426448.60235208,False,6,102.39266923155343,True,2026-08-03,pg_ready,success,300,240,101,15098
133,MAGMAUSDT,MAGMA,Magma Finance,sui,CT_784,0x9f854b3ad20f8161ec0886f15f4a1752bf75d22261556f14cc8d3a1c5d50e529::magma::magma,155.18373360916243,264191132.56389067,False,25,68.44256629853918,True,2026-08-03,pg_chain_not_present,,,,,
134,JOEUSDT,JOE,JoeToken,avalanche,43114,0x6e84a6216ea6dacc71ee8e6b0a5b7322eebc0fdd,153.6399173515006,12084626.609368958,False,8,650.561810036272,True,2026-08-03,pg_ready,success,300,494,112,9525
135,SOPHUSDT,SOPH,Sophon,eth,1,0x6b7774cb12ed7573a7586e7d0e62a2a563ddd3f0,152.9957895721213,38077292.74857816,False,10,215.46783108717335,True,2026-08-03,pg_ready,success,300,164,144,1522
136,MITOUSDT,MITO,Mitosis,bsc,56,0x8e1e6bf7e13c400269987b65ab2b5724b016caef,151.91393536451616,5545325.974023778,False,14,38.48561078769957,True,2026-08-03,pg_ready,success,300,181,123,461
137,BATUSDT,BAT,Basic Attention Token,eth,1,0x0d8775f648430679a709e98d2b0cb6250d2887ef,151.77011011594342,99748067.1704016,False,12,43.97697731555389,True,2026-08-03,pg_ready,success,300,176,81,18149
138,RLCUSDT,RLC,iEx.ec Network Token,eth,1,0x607f4c5bb672230e8672085532f7e901544a7375,151.66949364065817,22971914.561468292,False,8,105.93999312877786,True,2026-08-03,pg_ready,success,300,176,92,6897
139,LPTUSDT,LPT,Livepeer Token,arbitrum,42161,0x289ba1701c2f088cf0faf8b3705246331cb8a839,151.08149600993087,45904642.96967777,False,12,42.40587740387102,True,2026-08-03,pg_ready,success,300,322,172,5097
140,UAIUSDT,UAI,UnifAI Network,bsc,56,0x3e5d4f8aee0d9b3082d5f6da5d6e225d17ba9ea0,150.36015096486284,223175812.437001,False,33,45.39911283014124,True,2026-08-03,pg_missing,,,,,
141,TURBOUSDT,TURBO,Turbo,eth,1,0xa35923162c49cf95e6bf26623385eb431ad920d3,149.56527917891938,56892522.08160994,False,11,45.37048077806791,True,2026-08-03,pg_ready,success,300,211,133,6498
142,APRUSDT,APR,aPriori,eth,1,0x5a9610919f5e81183823a2be4bd1beb2b4da2a20,149.2434334673972,184842634.28748098,False,20,44.94823464255081,True,2026-08-03,pg_ready,success,300,162,143,845
143,SNXUSDT,SNX,Synthetix Network Token,optimism,10,0x8700daec35af8ff88c16bdf0418774cb3d7599b4,148.82506550887058,6823843.6005099295,False,17,35.879918959842975,True,2026-08-03,pg_chain_not_present,,,,,
144,FIGHTUSDT,FIGHT,Fight,solana,CT_501,8f62NyJGo7He5uWeveTA2JJQf4xzf8aqxkmzxRQ3mxfU,147.96595303835176,31089203.1729003,False,8,49.97424677908729,True,2026-08-03,pg_ready,success,300,126,81,8615
145,ZETAUSDT,ZETA,Zeta,eth,1,0xf091867ec603a6628ed83d274e835539d82e9cc8,147.14971116013223,16954595.720569238,False,8,48.38861618941421,True,2026-08-03,pg_ready,success,300,182,119,3184
146,GMTUSDT,GMT,GreenMetaverseToken,polygon,137,0x714db550b574b3e927af3d93e26127d15721d4c2,146.98240746583136,12168588.717577009,False,7,88.39670255428275,True,2026-08-03,pg_ready,success,300,1495,205,44428
147,TOWNSUSDT,TOWNS,Towns,base,8453,0x00000000a22c618fd6b4d7e9a335c4b96b189a38,146.83613722474092,4039490.107331636,False,14,37.552478826053196,True,2026-08-03,pg_ready,success,300,171,140,9934
148,CHILLGUYUSDT,CHILLGUY,Just a chill guy,solana,CT_501,Df6yfrKC8kZE3KNkrHERKzAetSxbrWeniQfyJY4Jpump,146.615130804782,9527777.152303595,True,10,36.5230676249816,True,2026-08-03,pg_ready,success,300,350,147,4426
149,SHELLUSDT,SHELL,MyShell Token,bsc,56,0xf2c88757f8d03634671208935974b60a2a28bdb3,146.40935515463033,8910373.338920968,False,15,38.67607438544495,True,2026-08-03,pg_ready,success,300,249,178,2797
150,ANKRUSDT,ANKR,Ankr,bsc,56,0xf307910a4c7bbc79691fd374889b36d8531b08e3,145.0613828361751,33417994.112588067,False,8,134.25310309741616,True,2026-08-03,pg_ready,success,300,351,228,1065
151,VELODROMEUSDT,VELODROME,Velodrome Finance,eth,1,0xfb966cdb7e17c9acb7f53afcafacbe8973cd778c,142.94480955257208,16361716.102257518,False,12,40.16318757657224,True,2026-08-03,pg_missing,,,,,
152,ACXUSDT,ACX,Across Protocol Token,eth,1,0x44108f0223a3c3028f5fe7aec7f9bb2e66bef82f,142.57758514135145,37185189.62552814,False,6,441.15601599125654,True,2026-08-03,pg_ready,success,300,374,157,5534
153,LISTAUSDT,LISTA,Lista DAO,bsc,56,0xfceb31a79f71ac9cbdcf853519c1b12d379edc46,141.46335693013,40948583.55974052,False,13,39.45119636325057,True,2026-08-03,pg_ready,success,300,854,173,13610
154,WAXPUSDT,WAXP,WAXP Token,eth,1,0x2a79324c19ef2b89ea98b23bc669b7e7c9f8a517,138.4296034077063,14261161.70576384,False,4,306.32636248943174,True,2026-08-03,pg_ready,success,300,239,157,1793
155,HOTUSDT,HOT,HoloToken,eth,1,0x6c6ee5e31d828de241282b9606c8e98ea48526e2,138.02465970610356,59331092.13548872,False,7,93.97388020520732,True,2026-08-03,pg_ready,success,300,154,83,4837
156,SKRUSDT,SKR,Seeker,solana,CT_501,SKRbvo6Gf7GondiT3BbTfuRDPqLWei4j2Qy2NPGZhW3,137.05506745067058,98254073.91248977,False,5,69.23958401924376,True,2026-08-03,pg_missing,,,,,
157,TOSHIUSDT,TOSHI,Toshi,base,8453,0xac1bd2486aaf3b5c0fc3fd868558b082a531b2b4,136.2141879881188,43288178.83051482,False,10,41.086832636344475,True,2026-08-03,pg_ready,success,300,243,98,8011
158,ZRXUSDT,ZRX,0x Protocol Token,eth,1,0xe41d2489571d322189246dafa5ebde1f4699f498,133.98526612598022,79280411.63459827,False,5,224.40678145097306,True,2026-08-03,pg_ready,success,300,189,97,21178
159,PNUTUSDT,PNUT,Peanut the Squirrel,solana,CT_501,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,133.4863101125896,39090672.9511773,True,5,37.37798915481653,True,2026-08-03,pg_missing,,,,,
160,AWEUSDT,AWE,AWE Network,base,8453,0x1b4617734c43f6159f3a70b7e06d883647512778,133.41643500987288,108214255.03216045,False,21,36.73085706407759,True,2026-08-03,pg_ready,success,300,238,171,14800
161,STRKUSDT,STRK,StarkNet,starknet,CT_9004,0x4718f5a0fc34cc1af16a1cdee98ffb20c31f5cd61d6ab07201858f4287c938d,133.29148554881107,41119178.01504338,False,18,33.92843491131707,True,2026-08-03,pg_chain_not_present,,,,,
162,STABLEUSDT,STABLE,Stable,bsc,56,0x011ebe7d75e2c9d1e0bd0be0bef5c36f0a90075f,132.39894891423342,23581361.576552734,False,20,33.937543362331404,True,2026-08-03,pg_missing,,,,,
163,POWRUSDT,POWR,PowerLedger,eth,1,0x595832f8fc6bf59c85c527fec3740a1b7a361269,132.3438025463672,39101068.744054995,False,4,105.54909845802584,True,2026-08-03,pg_ready,success,300,264,111,14268
164,NEIROUSDT,NEIRO,Neiro,eth,1,0x812ba41e071c7b7fa4ebcfb62df5f45f6fa853ee,132.07917584244584,26189607.300890908,False,5,39.13504464861428,True,2026-08-03,pg_ready,success,300,199,106,4112
165,YFIUSDT,YFI,yearn.finance,eth,1,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,131.46508567765335,77131095.07170331,False,2,171.1025701000979,True,2026-08-03,pg_ready,success,300,254,119,19413
166,GRIFFAINUSDT,GRIFFAIN,test griffain.com,solana,CT_501,KENJSUYLASHUMfHyy5o4Hp2FdNqZg1AsUPhfH2kYvEP,131.2730370342768,8888455.538223218,True,15,27.892231421116247,True,2026-08-03,pg_ready,success,300,349,157,4781
167,LYNUSDT,LYN,Everlyn AI,bsc,56,0x302dfaf2cdbe51a18d97186a7384e87cf599877d,131.24578390646948,34719864.44463248,False,27,30.76229835094114,True,2026-08-03,pg_missing,,,,,
168,JASMYUSDT,JASMY,JasmyCoin,eth,1,0x7420b4b9a0110cdc71fb720908340c03f9bc03ec,129.7405947828461,208103333.93343404,False,4,51.596389284652396,True,2026-08-03,pg_ready,success,300,228,140,2775
169,PLUMEUSDT,PLUME,Plume,eth,1,0x4c1746a800d224393fe2470c70a35717ed4ea5f1,129.41386463158423,105771417.60279873,False,10,39.233166563099296,True,2026-08-03,pg_ready,success,300,258,159,7261
170,UMAUSDT,UMA,UMA Voting Token v1,eth,1,0x04fa0d235c4abf4bcf4787af4cf447de572ef828,129.1250731401534,43876865.77850519,False,14,34.25837143767919,True,2026-08-03,pg_ready,success,300,250,114,11162
171,TRUSTUSDT,TRUST,Intuition,base,8453,0x6cd905df2ed214b22e0d48ff17cd4200c1c6d8a3,128.1546184835319,53671289.99664987,False,9,38.248396985389434,True,2026-08-03,pg_missing,,,,,
172,MTLUSDT,MTL,Metal,eth,1,0xf433089366899d83a9f26a773d59ec7ecf30355e,127.7633174892907,15561020.317620642,False,3,54.71746042223058,True,2026-08-03,pg_missing,,,,,
173,CVXUSDT,CVX,Convex Token,eth,1,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,126.1358126743868,139878807.77506313,False,2,112.93030248548948,True,2026-08-03,pg_missing,,,,,
174,MAGICUSDT,MAGIC,MAGIC,arbitrum,42161,0x539bde0d7dbd336b79148aa742883198bbf60342,125.02544919734092,12861004.045132164,False,13,29.067722884641558,True,2026-08-03,pg_ready,success,300,444,124,13289
175,MASKUSDT,MASK,Mask Network,eth,1,0x69af81e73a73b40adf4f3d4223cd9b1ece623074,124.68557585374492,36087174.04493603,False,3,49.27410403168395,True,2026-08-03,pg_ready,success,300,199,107,8583
176,SFPUSDT,SFP,SafePal Token,bsc,56,0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb,123.85219994127232,64317149.04465116,False,2,77.15260893001461,True,2026-08-03,pg_ready,success,300,583,174,7540
177,IOSTUSDT,IOST,IOSToken,bsc,56,0xaf48b7e315a52518cfbf7d96c455d9dfad94cb48,123.71996828187224,12980403.29646498,False,7,40.462268624124896,True,2026-08-03,pg_ready,success,300,327,238,6197
178,DEEPUSDT,DEEP,DeepBook Token,sui,CT_784,0xdeeb7a4662eec9f2f3def03fb937a663dddaa2e215b8078a284d026b7946c270::deep::deep,121.6271718272469,152083878.980639,False,11,35.71014894611118,True,2026-08-03,pg_chain_not_present,,,,,
179,WLDUSDT,WLD,Worldcoin,optimism,10,0xdc6ff44d5d932cbd77b52e5612ba0529dc6226f1,120.63505739993286,136775684.98712835,False,14,28.811331094308503,True,2026-08-03,pg_chain_not_present,,,,,
180,MUBARAKUSDT,MUBARAK,mubarak,bsc,56,0x5c85d6c6825ab4032337f11ee92a72df936b46f6,119.02796867131596,13110046.130944846,True,15,17.904328137797357,True,2026-08-03,pg_ready,success,300,243,159,1875
181,CELOUSDT,CELO,CELO,celo,42220,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,112.44634061710677,60627355.5937896,False,7,33.924848745912875,True,2026-08-03,pg_chain_not_present,,,,,
182,USELESSUSDT,USELESS,USELESS COIN,solana,CT_501,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,109.69922678543738,47522910.690287374,False,9,29.651848363511814,True,2026-08-03,pg_ready,success,300,688,159,9620
183,AVNTUSDT,AVNT,Avantis,base,8453,0x696f9436b67233384889472cd7cd58a6fb5df4f1,109.66116869790002,81567837.44116683,False,12,24.96542226240299,True,2026-08-03,pg_ready,success,300,176,80,3752
184,ACHUSDT,ACH,Alchemy,eth,1,0xed04915c23f00a313a544955524eb7dbd823143d,108.40372371514196,66345473.356108345,False,9,30.11129147794518,True,2026-08-03,pg_ready,success,300,261,148,5886
185,RIVERUSDT,RIVER,River,eth,1,0xda7ad9dea9397cffddae2f8a052b82f1484252b3,107.8483978331805,144386161.52599725,False,14,19.75181879212149,True,2026-08-03,pg_ready,success,300,144,97,1296
186,AIXBTUSDT,AIXBT,aixbt by Virtuals,base,8453,0x4f9fd6be4a90f2620860d680c0d4d5fb53d1a825,106.72077147321255,17132009.224280536,False,10,25.03333456428863,True,2026-08-03,pg_ready,success,300,189,96,3772
187,NEWTUSDT,NEWT,Newton,eth,1,0xd0ec028a3d21533fdd200838f39c85b03679285d,104.7558996324576,39443438.2125969,False,8,29.94072268644655,True,2026-08-03,pg_ready,success,300,246,203,6728
188,GMXUSDT,GMX,GMX,arbitrum,42161,0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a,104.67045597238463,68174260.37171736,False,3,40.083576120936094,True,2026-08-03,pg_ready,success,300,382,127,8021
189,ZROUSDT,ZRO,LayerZero,arbitrum,42161,0x6985884c4392d348587b19cb9eaaf157f13271cd,98.87829657870441,20467241.348275103,False,12,15.257528179399348,True,2026-08-03,pg_ready,success,300,301,163,1985
190,CATIUSDT,CATI,Catizen,mantle,5000,0x1bdd8878252daddd3af2ba30628813271294edc0,97.26563135325668,39228387.419727184,False,11,17.59282502357755,True,2026-08-03,pg_chain_not_present,,,,,
191,VIRTUALUSDT,VIRTUAL,Virtual Protocol,solana,CT_501,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y,96.49746061774995,14790444.323358085,False,10,15.54674475279764,True,2026-08-03,pg_ready,success,300,415,172,2401
192,XVSUSDT,XVS,Venus,bsc,56,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,95.35221136125887,80819180.46746689,False,9,24.34468360094993,True,2026-08-03,pg_ready,success,300,471,164,7750
193,GOATUSDT,GOAT,Goatseus Maximus,solana,CT_501,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,92.06481866434864,13042381.117903225,True,8,15.05804218146292,True,2026-08-03,pg_missing,,,,,
194,SANTOSUSDT,SANTOS,FC Santos Fan Token,bsc,56,0xa64455a4553c9034236734faddaddbb64ace4cc7,91.73560571131016,14280330.445184942,False,9,19.40820927142153,True,2026-08-03,pg_ready,success,300,249,193,647
195,BSVUSDT,BSV,BSV,solana,CT_501,5aQGEj88iPFteSeC2rj5N5uy9cSEST5w2SZkgt84Ex9o,89.39449749001659,46514070.287740864,False,7,24.318826442765143,True,2026-08-03,pg_missing,,,,,
196,USUALUSDT,USUAL,USUAL,eth,1,0xc4441c2be5d8fa8126822b9929ca0b81ea0de38e,88.3972073216292,15297440.002387185,False,8,20.412626969811782,True,2026-08-03,pg_ready,success,300,248,128,9089
197,COOKIEUSDT,COOKIE,Cookie DAO,bsc,56,0xc0041ef357b183448b235a8ea73ce4e4ec8c265f,87.38126124753761,6145556.922218619,False,6,21.253388006998435,True,2026-08-03,pg_ready,success,300,338,137,17731
198,BMTUSDT,BMT,Bubblemaps,solana,CT_501,FQgtfugBdpFN7PZ6NdPrZpVLDBrPGxXesi4gVu3vErhY,86.49481070086276,6126102.751213162,False,7,19.18786165707526,True,2026-08-03,pg_ready,success,300,473,233,6365
199,GLMUSDT,GLM,Golem Network Token,eth,1,0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429,84.18786551799099,73333485.72830969,False,8,20.859639255427037,True,2026-08-03,pg_ready,success,300,142,82,17966
200,NIGHTUSDT,NIGHT,Midnight,bsc,56,0xfe930c2d63aed9b82fc4dbc801920dd2c1a3224f,82.16117560929665,9892420.4297934,False,6,15.890872374834176,True,2026-08-03,pg_missing,,,,,
201,HAEDALUSDT,HAEDAL,Haedal,sui,CT_784,0x3a304c7feba2d819ea57c3542d68439ca2c386ba02159c740f7b406e592c62ea::haedal::haedal,81.29271098184863,14708989.778183986,False,9,13.838410362324446,True,2026-08-03,pg_chain_not_present,,,,,
202,NXPCUSDT,NXPC,NXPC,avalanche,43114,0x5e0e90e268bc247cc850c789a0db0d5c7621fb59,81.19888178682706,28965690.663842376,False,2,30.70450767382082,True,2026-08-03,pg_ready,success,300,369,127,20649
203,OPENUSDT,OPEN,OpenLedger,bsc,56,0xa227cc36938f0c9e09ce0e64dfab226cad739447,76.67227537317356,12427221.753057126,False,8,14.644729263098036,True,2026-08-03,pg_missing,,,,,
204,POPCATUSDT,POPCAT,Popcat,solana,CT_501,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,76.62850584532225,44039695.408235885,False,6,15.162570142729452,True,2026-08-03,pg_ready,success,300,311,113,5195
205,1000SHIBUSDT,1000SHIB,SHIBA INU,eth,1,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,75.42276223613135,2916844947.887782,True,2,26.14294782080388,True,2026-08-03,pg_missing,,,,,
206,BEAMXUSDT,BEAMX,Beam (Formerly Merit Circle),eth,1,0xadb3e4cdd081890fd403f7bb39ce07d223f92e11,74.68393266290393,74236811.25516401,False,4,23.970007781784858,True,2026-08-03,pg_missing,,,,,
207,1INCHUSDT,1INCH,1INCH Token,robinhood,4663,0x1755c2910c126ee1b0cf1e08a307dc9e787285a0,74.06651379993166,3198836.408074672,False,5,16.630808218763658,True,2026-08-03,pg_chain_not_present,,,,,
208,BIGTIMEUSDT,BIGTIME,Big Time,eth,1,0x64bc2ca1be492be7185faa2c8835d9b824c8a194,73.33764007253112,27179777.444738712,False,5,20.104315680558134,True,2026-08-03,pg_ready,success,300,332,180,9198
209,1000BONKUSDT,1000BONK,Bonk,solana,CT_501,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,73.17701017017887,247193489.24402648,True,3,18.73249713504396,True,2026-08-03,pg_ready,success,300,335,102,17524
210,TRBUSDT,TRB,Tellor Tributes,eth,1,0x88df592f8eb5d7bd38bfef7deb0fbc02cf3778a0,71.21930935207114,38709594.992603086,False,7,14.498802899142103,True,2026-08-03,pg_ready,success,300,201,117,5318
211,KMNOUSDT,KMNO,Kamino,solana,CT_501,KMNo3nJsBXfcpJTVhZcXLW7RmTwTt4GVFE7suUBo9sS,66.71502386265573,180026479.27413017,False,5,19.72708993875056,True,2026-08-03,pg_ready,success,300,247,134,20613
212,1MBABYDOGEUSDT,1MBABYDOGE,1M x BABYDOGE,eth,1,0x8799c444c6ecb49a957853e3f958b3f4e74bebde,66.16296393445717,55732477.506360546,True,1,20.710328651847874,True,2026-08-03,pg_missing,,,,,
213,ARKMUSDT,ARKM,Arkham,eth,1,0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,56.70405249816346,96206286.34061345,False,6,10.919748257567496,True,2026-08-03,pg_ready,success,300,262,147,3998
214,BNTUSDT,BNT,Bancor Network Token,eth,1,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,55.08808841202297,28632712.553229965,False,1,19.15148562514765,True,2026-08-03,pg_ready,success,300,404,99,12506
215,1000CATUSDT,1000CAT,Simons Cat,bsc,56,0x6894cde390a3f51155ea41ed24a33a4827d3063d,54.78728865238854,11477504.825662758,False,6,7.872603896514154,True,2026-08-03,pg_missing,,,,,
216,ELSAUSDT,ELSA,HeyElsa,base,8453,0x29cc30f9d113b356ce408667aa6433589cecbdca,54.60382711247008,55636419.53082967,False,5,12.296649071732697,True,2026-08-03,pg_ready,success,300,71,40,14471
217,LINEAUSDT,LINEA,Linea,linea,59144,0x1789e0043623282d5dcc7f213d703c6d8bafbb04,54.084222160761314,157856834.02277368,False,5,10.612558073270847,True,2026-08-03,pg_chain_not_present,,,,,
218,PEOPLEUSDT,PEOPLE,ConstitutionDAO,eth,1,0x7a58c0be72be218b41c608b7fe7c5bb630736c71,53.07685886612106,35820450.11206565,False,5,8.904545987744111,True,2026-08-03,pg_ready,success,300,221,129,810
219,1000FLOKIUSDT,1000FLOKI,FLOKI,bsc,56,0xfb5b838b6cfeedc2873ab27866079ac55363d37e,52.858948659442504,84463098.53981546,True,3,10.9734712996073,True,2026-08-03,pg_ready,success,300,362,150,10819
220,WLFIUSDT,WLFI,World Liberty Financial,solana,CT_501,WLFinEv6ypjkczcS83FZqFpgFZYwQXutRbxGe7oC16g,51.28630297608898,51308134.101121135,False,4,11.769236544494309,True,2026-08-03,pg_ready,success,300,296,147,2808
221,WOOUSDT,WOO,Wootrade Network,eth,1,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,50.15536979630312,21550914.67889911,False,4,9.144399070587644,True,2026-08-03,pg_ready,success,300,265,143,13670
222,IOTAUSDT,IOTA,MIOTAC,bsc,56,0xd944f1d1e9d5f9bb90b62f9d45e447d989580782,45.972931819656715,10153350.515298579,False,2,10.279256506081788,True,2026-08-03,pg_missing,,,,,
223,IMXUSDT,IMX,Immutable X,eth,1,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,45.38170779840824,223887377.7228029,False,4,12.63762729081903,True,2026-08-03,pg_ready,success,300,172,85,8446
224,FARTCOINUSDT,FARTCOIN,Fartcoin,solana,CT_501,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,41.89965069474853,135018731.46492133,True,2,7.607664367772069,True,2026-08-03,pg_ready,success,300,377,125,7084
225,ACUUSDT,ACU,ACU,eth,1,0x216b3643ff8b7bb30d8a48e9f1bd550126202add,41.1815050766284,12340503.008126272,False,2,8.44362183416159,True,2026-08-03,pg_ready,success,300,190,172,1670
226,LQTYUSDT,LQTY,LQTY,eth,1,0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d,38.693525381148426,18104776.465843476,False,2,7.678842901865031,True,2026-08-03,pg_ready,success,300,305,133,7683
227,MEWUSDT,MEW,cat in a dogs world,solana,CT_501,MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5,38.074101320810676,29958669.967546064,False,3,6.107714276757962,True,2026-08-03,pg_ready,success,300,149,96,11656
228,SSVUSDT,SSV,SSV Token,eth,1,0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,35.571709630365234,38524540.72335245,False,1,6.615597409225718,True,2026-08-03,pg_ready,success,300,272,166,10033
229,STBLUSDT,STBL,STBL,bsc,56,0x8dedf84656fa932157e27c060d8613824e7979e3,35.44586053387013,16765584.660967559,False,1,8.09802401619567,True,2026-08-03,pg_ready,success,300,379,129,8958
230,SEIUSDT,SEI,SEI,eth,1,0xbdf43ecadc5cef51b7d1772f722e40596bc1788b,35.16369879522951,3297360.1848552856,False,1,5.430876146630452,True,2026-08-03,pg_ready,success,300,93,68,1114
231,HYPEUSDT,HYPE,HYPE,solana,CT_501,98sMhvDwXj1RQi5c5Mndm3vPe9cBqPrbLaufMXFNMh5g,32.215160285161346,41800779.93648786,False,2,7.012814490422985,True,2026-08-03,pg_missing,,,,,
232,PUMPUSDT,PUMP,Pump.fun,solana,CT_501,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,31.499924451141446,2045824575.8269465,True,1,6.21385414204099,True,2026-08-03,pg_missing,,,,,
233,ARBUSDT,ARB,Arbitrum,eth,1,0xb50721bcf8d664c30412cfbc6cf7a15145234ad1,30.913966901318307,17872682.613859694,False,1,5.3775172076039786,True,2026-08-03,pg_ready,success,300,129,121,1148
